draw_id,R3-R0:mission_success:sampled_seeds,R3-R0:safety_composite:sampled_seeds,R3-R0:progress:sampled_seeds,R3-R0:total_wakes:sampled_seeds,R3-R1:mission_success:sampled_seeds,R3-R1:safety_composite:sampled_seeds,R3-R1:progress:sampled_seeds,R3-R1:total_wakes:sampled_seeds,R3-R2:mission_success:sampled_seeds,R3-R2:safety_composite:sampled_seeds,R3-R2:progress:sampled_seeds,R3-R2:total_wakes:sampled_seeds,P4-P6:mission_success:sampled_seeds,P4-P6:progress:sampled_seeds,R3-R0:mission_success,R3-R0:safety_composite,R3-R0:progress,R3-R0:total_wakes,R3-R1:mission_success,R3-R1:safety_composite,R3-R1:progress,R3-R1:total_wakes,R3-R2:mission_success,R3-R2:safety_composite,R3-R2:progress,R3-R2:total_wakes,P4-P6:mission_success,P4-P6:progress
7718,20262301|20262306|20262304|20262305|20262307|20262306|20262303|20262307|20262301|20262310,20262301|20262306|20262304|20262305|20262307|20262306|20262303|20262307|20262301|20262310,20262301|20262306|20262304|20262305|20262307|20262306|20262303|20262307|20262301|20262310,20262301|20262306|20262304|20262305|20262307|20262306|20262303|20262307|20262301|20262310,20262301|20262306|20262304|20262305|20262307|20262306|20262303|20262307|20262301|20262310,20262301|20262306|20262304|20262305|20262307|20262306|20262303|20262307|20262301|20262310,20262301|20262306|20262304|20262305|20262307|20262306|20262303|20262307|20262301|20262310,20262301|20262306|20262304|20262305|20262307|20262306|20262303|20262307|20262301|20262310,20262301|20262306|20262304|20262305|20262307|20262306|20262303|20262307|20262301|20262310,20262301|20262306|20262304|20262305|20262307|20262306|20262303|20262307|20262301|20262310,20262301|20262306|20262304|20262305|20262307|20262306|20262303|20262307|20262301|20262310,20262301|20262306|20262304|20262305|20262307|20262306|20262303|20262307|20262301|20262310,20262303|20262302|20262304|20262304|20262304,20262303|20262302|20262304|20262304|20262304,0.6696969696969697,0.00909090909090909,0.6179103828404908,-0.5598484848484848,0.24545454545454545,0.00909090909090909,0.23646713511911646,0.2037878787878788,-0.00909090909090909,0.00909090909090909,-0.007894827619247754,-0.6696969696969697,-0.3127272727272728,-0.2702351294050517
7719,20262304|20262307|20262306|20262307|20262306|20262301|20262303|20262307|20262303|20262301,20262304|20262307|20262306|20262307|20262306|20262301|20262303|20262307|20262303|20262301,20262304|20262307|20262306|20262307|20262306|20262301|20262303|20262307|20262303|20262301,20262304|20262307|20262306|20262307|20262306|20262301|20262303|20262307|20262303|20262301,20262304|20262307|20262306|20262307|20262306|20262301|20262303|20262307|20262303|20262301,20262304|20262307|20262306|20262307|20262306|20262301|20262303|20262307|20262303|20262301,20262304|20262307|20262306|20262307|20262306|20262301|20262303|20262307|20262303|20262301,20262304|20262307|20262306|20262307|20262306|20262301|20262303|20262307|20262303|20262301,20262304|20262307|20262306|20262307|20262306|20262301|20262303|20262307|20262303|20262301,20262304|20262307|20262306|20262307|20262306|20262301|20262303|20262307|20262303|20262301,20262304|20262307|20262306|20262307|20262306|20262301|20262303|20262307|20262303|20262301,20262304|20262307|20262306|20262307|20262306|20262301|20262303|20262307|20262303|20262301,20262303|20262302|20262304|20262304|20262305,20262303|20262302|20262304|20262304|20262305,0.6666666666666667,0.01818181818181818,0.6142848870908946,-0.5560606060606059,0.23863636363636362,0.01818181818181818,0.2302416357672547,0.21439393939393936,-0.01818181818181818,0.01818181818181818,-0.015789672001575557,-0.6666666666666667,-0.3066666666666667,-0.27007587704657887
7720,20262306|20262306|20262303|20262301|20262304|20262310|20262307|20262306|20262306|20262304,20262306|20262306|20262303|20262301|20262304|20262310|20262307|20262306|20262306|20262304,20262306|20262306|20262303|20262301|20262304|20262310|20262307|20262306|20262306|20262304,20262306|20262306|20262303|20262301|20262304|20262310|20262307|20262306|20262306|20262304,20262306|20262306|20262303|20262301|20262304|20262310|20262307|20262306|20262306|20262304,20262306|20262306|20262303|20262301|20262304|20262310|20262307|20262306|20262306|20262304,20262306|20262306|20262303|20262301|20262304|20262310|20262307|20262306|20262306|20262304,20262306|20262306|20262303|20262301|20262304|20262310|20262307|20262306|20262306|20262304,20262306|20262306|20262303|20262301|20262304|20262310|20262307|20262306|20262306|20262304,20262306|20262306|20262303|20262301|20262304|20262310|20262307|20262306|20262306|20262304,20262306|20262306|20262303|20262301|20262304|20262310|20262307|20262306|20262306|20262304,20262306|20262306|20262303|20262301|20262304|20262310|20262307|20262306|20262306|20262304,20262303|20262302|20262304|20262305|20262301,20262303|20262302|20262304|20262305|20262301,0.6757575757575758,0.00909090909090909,0.6240557015828772,-0.5734848484848485,0.24772727272727274,0.00909090909090909,0.2388801405316007,0.19696969696969696,-0.00909090909090909,0.00909090909090909,-0.007894815547544206,-0.6757575757575758,-0.28848484848484846,-0.2621682023742503
7721,20262301|20262301|20262308|20262306|20262307|20262304|20262301|20262303|20262303|20262306,20262301|20262301|20262308|20262306|20262307|20262304|20262301|20262303|20262303|20262306,20262301|20262301|20262308|20262306|20262307|20262304|20262301|20262303|20262303|20262306,20262301|20262301|20262308|20262306|20262307|20262304|20262301|20262303|20262303|20262306,20262301|20262301|20262308|20262306|20262307|20262304|20262301|20262303|20262303|20262306,20262301|20262301|20262308|20262306|20262307|20262304|20262301|20262303|20262303|20262306,20262301|20262301|20262308|20262306|20262307|20262304|20262301|20262303|20262303|20262306,20262301|20262301|20262308|20262306|20262307|20262304|20262301|20262303|20262303|20262306,20262301|20262301|20262308|20262306|20262307|20262304|20262301|20262303|20262303|20262306,20262301|20262301|20262308|20262306|20262307|20262304|20262301|20262303|20262303|20262306,20262301|20262301|20262308|20262306|20262307|20262304|20262301|20262303|20262303|20262306,20262301|20262301|20262308|20262306|20262307|20262304|20262301|20262303|20262303|20262306,20262303|20262302|20262304|20262305|20262302,20262303|20262302|20262304|20262305|20262302,0.6666666666666667,0.01818181818181818,0.6151238566978279,-0.5727272727272728,0.23863636363636362,0.01818181818181818,0.23056260119607574,0.1977272727272727,-0.01818181818181818,0.01818181818181818,-0.015789675465019574,-0.6666666666666667,-0.28848484848484846,-0.25859719831102523
7722,20262307|20262303|20262306|20262301|20262302|20262308|20262307|20262304|20262303|20262309,20262307|20262303|20262306|20262301|20262302|20262308|20262307|20262304|20262303|20262309,20262307|20262303|20262306|20262301|20262302|20262308|20262307|20262304|20262303|20262309,20262307|20262303|20262306|20262301|20262302|20262308|20262307|20262304|20262303|20262309,20262307|20262303|20262306|20262301|20262302|20262308|20262307|20262304|20262303|20262309,20262307|20262303|20262306|20262301|20262302|20262308|20262307|20262304|20262303|20262309,20262307|20262303|20262306|20262301|20262302|20262308|20262307|20262304|20262303|20262309,20262307|20262303|20262306|20262301|20262302|20262308|20262307|20262304|20262303|20262309,20262307|20262303|20262306|20262301|20262302|20262308|20262307|20262304|20262303|20262309,20262307|20262303|20262306|20262301|20262302|20262308|20262307|20262304|20262303|20262309,20262307|20262303|20262306|20262301|20262302|20262308|20262307|20262304|20262303|20262309,20262307|20262303|20262306|20262301|20262302|20262308|20262307|20262304|20262303|20262309,20262303|20262302|20262304|20262305|20262303,20262303|20262302|20262304|20262305|20262303,0.6727272727272727,0.01818181818181818,0.6200206648659417,-0.5613636363636363,0.2409090909090909,0.01818181818181818,0.23250900680969128,0.21590909090909088,-0.01818181818181818,0.01818181818181818,-0.0157896524733856,-0.6727272727272727,-0.2739393939393939,-0.24827188726032873
7723,20262301|20262302|20262304|20262303|20262308|20262307|20262310|20262304|20262308|20262301,20262301|20262302|20262304|20262303|20262308|20262307|20262310|20262304|20262308|20262301,20262301|20262302|20262304|20262303|20262308|20262307|20262310|20262304|20262308|20262301,20262301|20262302|20262304|20262303|20262308|20262307|20262310|20262304|20262308|20262301,20262301|20262302|20262304|20262303|20262308|20262307|20262310|20262304|20262308|20262301,20262301|20262302|20262304|20262303|20262308|20262307|20262310|20262304|20262308|20262301,20262301|20262302|20262304|20262303|20262308|20262307|20262310|20262304|20262308|20262301,20262301|20262302|20262304|20262303|20262308|20262307|20262310|20262304|20262308|20262301,20262301|20262302|20262304|20262303|20262308|20262307|20262310|20262304|20262308|20262301,20262301|20262302|20262304|20262303|20262308|20262307|20262310|20262304|20262308|20262301,20262301|20262302|20262304|20262303|20262308|20262307|20262310|20262304|20262308|20262301,20262301|20262302|20262304|20262303|20262308|20262307|20262310|20262304|20262308|20262301,20262303|20262302|20262304|20262305|20262304,20262303|20262302|20262304|20262305|20262304,0.6757575757575759,0.00909090909090909,0.6237210297169669,-0.5651515151515151,0.24772727272727274,0.00909090909090909,0.23870483954422084,0.20530303030303027,-0.00909090909090909,0.00909090909090909,-0.007894805662996444,-0.6757575757575759,-0.30666666666666664,-0.27007587704657887
7724,20262304|20262302|20262306|20262309|20262309|20262302|20262309|20262303|20262304|20262310,20262304|20262302|20262306|20262309|20262309|20262302|20262309|20262303|20262304|20262310,20262304|20262302|20262306|20262309|20262309|20262302|20262309|20262303|20262304|20262310,20262304|20262302|20262306|20262309|20262309|20262302|20262309|20262303|20262304|20262310,20262304|20262302|20262306|20262309|20262309|20262302|20262309|20262303|20262304|20262310,20262304|20262302|20262306|20262309|20262309|20262302|20262309|20262303|20262304|20262310,20262304|20262302|20262306|20262309|20262309|20262302|20262309|20262303|20262304|20262310,20262304|20262302|20262306|20262309|20262309|20262302|20262309|20262303|20262304|20262310,20262304|20262302|20262306|20262309|20262309|20262302|20262309|20262303|20262304|20262310,20262304|20262302|20262306|20262309|20262309|20262302|20262309|20262303|20262304|20262310,20262304|20262302|20262306|20262309|20262309|20262302|20262309|20262303|20262304|20262310,20262304|20262302|20262306|20262309|20262309|20262302|20262309|20262303|20262304|20262310,20262303|20262302|20262304|20262305|20262305,20262303|20262302|20262304|20262305|20262305,0.6939393939393941,0.00909090909090909,0.6398897191249757,-0.581060606060606,0.2545454545454545,0.00909090909090909,0.2451563257579723,0.20984848484848487,-0.00909090909090909,0.00909090909090909,-0.007894793058992395,-0.6939393939393941,-0.3006060606060606,-0.26991662468810607
7725,20262308|20262303|20262308|20262307|20262301|20262308|20262303|20262303|20262301|20262301,20262308|20262303|20262308|20262307|20262301|20262308|20262303|20262303|20262301|20262301,20262308|20262303|20262308|20262307|20262301|20262308|20262303|20262303|20262301|20262301,20262308|20262303|20262308|20262307|20262301|20262308|20262303|20262303|20262301|20262301,20262308|20262303|20262308|20262307|20262301|20262308|20262303|20262303|20262301|20262301,20262308|20262303|20262308|20262307|20262301|20262308|20262303|20262303|20262301|20262301,20262308|20262303|20262308|20262307|20262301|20262308|20262303|20262303|20262301|20262301,20262308|20262303|20262308|20262307|20262301|20262308|20262303|20262303|20262301|20262301,20262308|20262303|20262308|20262307|20262301|20262308|20262303|20262303|20262301|20262301,20262308|20262303|20262308|20262307|20262301|20262308|20262303|20262303|20262301|20262301,20262308|20262303|20262308|20262307|20262301|20262308|20262303|20262303|20262301|20262301,20262308|20262303|20262308|20262307|20262301|20262308|20262303|20262303|20262301|20262301,20262303|20262302|20262305|20262301|20262301,20262303|20262302|20262305|20262301|20262301,0.6575757575757576,0.02727272727272727,0.6066853901640377,-0.5636363636363637,0.22954545454545455,0.02727272727272727,0.22243959601046112,0.2068181818181818,-0.02727272727272727,0.02727272727272727,-0.023684522936541656,-0.6575757575757576,-0.27030303030303027,-0.2542605277019217
7726,20262305|20262301|20262303|20262303|20262308|20262308|20262301|20262309|20262305|20262301,20262305|20262301|20262303|20262303|20262308|20262308|20262301|20262309|20262305|20262301,20262305|20262301|20262303|20262303|20262308|20262308|20262301|20262309|20262305|20262301,20262305|20262301|20262303|20262303|20262308|20262308|20262301|20262309|20262305|20262301,20262305|20262301|20262303|20262303|20262308|20262308|20262301|20262309|20262305|20262301,20262305|20262301|20262303|20262303|20262308|20262308|20262301|20262309|20262305|20262301,20262305|20262301|20262303|20262303|20262308|20262308|20262301|20262309|20262305|20262301,20262305|20262301|20262303|20262303|20262308|20262308|20262301|20262309|20262305|20262301,20262305|20262301|20262303|20262303|20262308|20262308|20262301|20262309|20262305|20262301,20262305|20262301|20262303|20262303|20262308|20262308|20262301|20262309|20262305|20262301,20262305|20262301|20262303|20262303|20262308|20262308|20262301|20262309|20262305|20262301,20262305|20262301|20262303|20262303|20262308|20262308|20262301|20262309|20262305|20262301,20262303|20262302|20262305|20262301|20262302,20262303|20262302|20262305|20262301|20262302,0.6666666666666667,0.01818181818181818,0.6158133214382508,-0.581060606060606,0.23863636363636362,0.01818181818181818,0.23083380404537493,0.1893939393939394,-0.01818181818181818,0.01818181818181818,-0.01578968517132464,-0.6666666666666667,-0.27030303030303027,-0.2506895236386966
7727,20262301|20262304|20262308|20262305|20262308|20262309|20262304|20262302|20262301|20262304,20262301|20262304|20262308|20262305|20262308|20262309|20262304|20262302|20262301|20262304,20262301|20262304|20262308|20262305|20262308|20262309|20262304|20262302|20262301|20262304,20262301|20262304|20262308|20262305|20262308|20262309|20262304|20262302|20262301|20262304,20262301|20262304|20262308|20262305|20262308|20262309|20262304|20262302|20262301|20262304,20262301|20262304|20262308|20262305|20262308|20262309|20262304|20262302|20262301|20262304,20262301|20262304|20262308|20262305|20262308|20262309|20262304|20262302|20262301|20262304,20262301|20262304|20262308|20262305|20262308|20262309|20262304|20262302|20262301|20262304,20262301|20262304|20262308|20262305|20262308|20262309|20262304|20262302|20262301|20262304,20262301|20262304|20262308|20262305|20262308|20262309|20262304|20262302|20262301|20262304,20262301|20262304|20262308|20262305|20262308|20262309|20262304|20262302|20262301|20262304,20262301|20262304|20262308|20262305|20262308|20262309|20262304|20262302|20262301|20262304,20262303|20262302|20262305|20262301|20262303,20262303|20262302|20262305|20262301|20262303,0.690909090909091,0.0,0.6384597073837197,-0.5962121212121212,0.2590909090909091,0.0,0.2492627400988629,0.1810606060606061,0.0,0.0,4.7722988718293316e-08,-0.690909090909091,-0.25575757575757574,-0.24036421258800011
7728,20262307|20262306|20262309|20262305|20262307|20262301|20262303|20262308|20262303|20262307,20262307|20262306|20262309|20262305|20262307|20262301|20262303|20262308|20262303|20262307,20262307|20262306|20262309|20262305|20262307|20262301|20262303|20262308|20262303|20262307,20262307|20262306|20262309|20262305|20262307|20262301|20262303|20262308|20262303|20262307,20262307|20262306|20262309|20262305|20262307|20262301|20262303|20262308|20262303|20262307,20262307|20262306|20262309|20262305|20262307|20262301|20262303|20262308|20262303|20262307,20262307|20262306|20262309|20262305|20262307|20262301|20262303|20262308|20262303|20262307,20262307|20262306|20262309|20262305|20262307|20262301|20262303|20262308|20262303|20262307,20262307|20262306|20262309|20262305|20262307|20262301|20262303|20262308|20262303|20262307,20262307|20262306|20262309|20262305|20262307|20262301|20262303|20262308|20262303|20262307,20262307|20262306|20262309|20262305|20262307|20262301|20262303|20262308|20262303|20262307,20262307|20262306|20262309|20262305|20262307|20262301|20262303|20262308|20262303|20262307,20262303|20262302|20262305|20262301|20262304,20262303|20262302|20262305|20262301|20262304,0.6666666666666667,0.01818181818181818,0.614425748829167,-0.556060606060606,0.23863636363636362,0.01818181818181818,0.2303178392158891,0.21439393939393936,-0.01818181818181818,0.01818181818181818,-0.015789665986491647,-0.6666666666666667,-0.28848484848484846,-0.2621682023742503
7729,20262302|20262310|20262304|20262307|20262305|20262308|20262303|20262307|20262307|20262310,20262302|20262310|20262304|20262307|20262305|20262308|20262303|20262307|20262307|20262310,20262302|20262310|20262304|20262307|20262305|20262308|20262303|20262307|20262307|20262310,20262302|20262310|20262304|20262307|20262305|20262308|20262303|20262307|20262307|20262310,20262302|20262310|20262304|20262307|20262305|20262308|20262303|20262307|20262307|20262310,20262302|20262310|20262304|20262307|20262305|20262308|20262303|20262307|20262307|20262310,20262302|20262310|20262304|20262307|20262305|20262308|20262303|20262307|20262307|20262310,20262302|20262310|20262304|20262307|20262305|20262308|20262303|20262307|20262307|20262310,20262302|20262310|20262304|20262307|20262305|20262308|20262303|20262307|20262307|20262310,20262302|20262310|20262304|20262307|20262305|20262308|20262303|20262307|20262307|20262310,20262302|20262310|20262304|20262307|20262305|20262308|20262303|20262307|20262307|20262310,20262302|20262310|20262304|20262307|20262305|20262308|20262303|20262307|20262307|20262310,20262303|20262302|20262305|20262301|20262305,20262303|20262302|20262305|20262301|20262305,0.6696969696969697,0.00909090909090909,0.6175964336478493,-0.5348484848484848,0.24545454545454545,0.00909090909090909,0.2363385158761969,0.22878787878787882,-0.00909090909090909,0.00909090909090909,-0.007894806180019363,-0.6696969696969697,-0.28242424242424236,-0.2620089500157775
7730,20262301|20262310|20262301|20262301|20262304|20262306|20262308|20262301|20262303|20262305,20262301|20262310|20262301|20262301|20262304|20262306|20262308|20262301|20262303|20262305,20262301|20262310|20262301|20262301|20262304|20262306|20262308|20262301|20262303|20262305,20262301|20262310|20262301|20262301|20262304|20262306|20262308|20262301|20262303|20262305,20262301|20262310|20262301|20262301|20262304|20262306|20262308|20262301|20262303|20262305,20262301|20262310|20262301|20262301|20262304|20262306|20262308|20262301|20262303|20262305,20262301|20262310|20262301|20262301|20262304|20262306|20262308|20262301|20262303|20262305,20262301|20262310|20262301|20262301|20262304|20262306|20262308|20262301|20262303|20262305,20262301|20262310|20262301|20262301|20262304|20262306|20262308|20262301|20262303|20262305,20262301|20262310|20262301|20262301|20262304|20262306|20262308|20262301|20262303|20262305,20262301|20262310|20262301|20262301|20262304|20262306|20262308|20262301|20262303|20262305,20262301|20262310|20262301|20262301|20262304|20262306|20262308|20262301|20262303|20262305,20262303|20262302|20262305|20262302|20262301,20262303|20262302|20262305|20262302|20262301,0.6696969696969698,0.00909090909090909,0.6185320979369193,-0.5765151515151514,0.24545454545454543,0.00909090909090909,0.2366930346830632,0.18712121212121213,-0.00909090909090909,0.00909090909090909,-0.00789483850142035,-0.6696969696969698,-0.27030303030303027,-0.2506895236386966
7731,20262303|20262310|20262307|20262310|20262303|20262309|20262310|20262304|20262304|20262307,20262303|20262310|20262307|20262310|20262303|20262309|20262310|20262304|20262304|20262307,20262303|20262310|20262307|20262310|20262303|20262309|20262310|20262304|20262304|20262307,20262303|20262310|20262307|20262310|20262303|20262309|20262310|20262304|20262304|20262307,20262303|20262310|20262307|20262310|20262303|20262309|20262310|20262304|20262304|20262307,20262303|20262310|20262307|20262310|20262303|20262309|20262310|20262304|20262304|20262307,20262303|20262310|20262307|20262310|20262303|20262309|20262310|20262304|20262304|20262307,20262303|20262310|20262307|20262310|20262303|20262309|20262310|20262304|20262304|20262307,20262303|20262310|20262307|20262310|20262303|20262309|20262310|20262304|20262304|20262307,20262303|20262310|20262307|20262310|20262303|20262309|20262310|20262304|20262304|20262307,20262303|20262310|20262307|20262310|20262303|20262309|20262310|20262304|20262304|20262307,20262303|20262310|20262307|20262310|20262303|20262309|20262310|20262304|20262304|20262307,20262303|20262302|20262305|20262302|20262302,20262303|20262302|20262305|20262302|20262302,0.6787878787878789,0.01818181818181818,0.6260617769298475,-0.55,0.24318181818181817,0.01818181818181818,0.23486622016135925,0.23409090909090907,-0.01818181818181818,0.01818181818181818,-0.015789681358987614,-0.6787878787878789,-0.27030303030303027,-0.24711851957547157
7732,20262303|20262303|20262307|20262301|20262302|20262301|20262307|20262305|20262304|20262301,20262303|20262303|20262307|20262301|20262302|20262301|20262307|20262305|20262304|20262301,20262303|20262303|20262307|20262301|20262302|20262301|20262307|20262305|20262304|20262301,20262303|20262303|20262307|20262301|20262302|20262301|20262307|20262305|20262304|20262301,20262303|20262303|20262307|20262301|20262302|20262301|20262307|20262305|20262304|20262301,20262303|20262303|20262307|20262301|20262302|20262301|20262307|20262305|20262304|20262301,20262303|20262303|20262307|20262301|20262302|20262301|20262307|20262305|20262304|20262301,20262303|20262303|20262307|20262301|20262302|20262301|20262307|20262305|20262304|20262301,20262303|20262303|20262307|20262301|20262302|20262301|20262307|20262305|20262304|20262301,20262303|20262303|20262307|20262301|20262302|20262301|20262307|20262305|20262304|20262301,20262303|20262303|20262307|20262301|20262302|20262301|20262307|20262305|20262304|20262301,20262303|20262303|20262307|20262301|20262302|20262301|20262307|20262305|20262304|20262301,20262303|20262302|20262305|20262302|20262303,20262303|20262302|20262305|20262302|20262303,0.6666666666666667,0.01818181818181818,0.6145003418979386,-0.5560606060606061,0.23863636363636367,0.01818181818181818,0.2303098632141118,0.21439393939393941,-0.01818181818181818,0.01818181818181818,-0.015789678862833462,-0.6666666666666667,-0.25575757575757574,-0.2367932085247751
7733,20262302|20262307|20262308|20262310|20262302|20262308|20262303|20262303|20262308|20262303,20262302|20262307|20262308|20262310|20262302|20262308|20262303|20262303|20262308|20262303,20262302|20262307|20262308|20262310|20262302|20262308|20262303|20262303|20262308|20262303,20262302|20262307|20262308|20262310|20262302|20262308|20262303|20262303|20262308|20262303,20262302|20262307|20262308|20262310|20262302|20262308|20262303|20262303|20262308|20262303,20262302|20262307|20262308|20262310|20262302|20262308|20262303|20262303|20262308|20262303,20262302|20262307|20262308|20262310|20262302|20262308|20262303|20262303|20262308|20262303,20262302|20262307|20262308|20262310|20262302|20262308|20262303|20262303|20262308|20262303,20262302|20262307|20262308|20262310|20262302|20262308|20262303|20262303|20262308|20262303,20262302|20262307|20262308|20262310|20262302|20262308|20262303|20262303|20262308|20262303,20262302|20262307|20262308|20262310|20262302|20262308|20262303|20262303|20262308|20262303,20262302|20262307|20262308|20262310|20262302|20262308|20262303|20262303|20262308|20262303,20262303|20262302|20262305|20262302|20262304,20262303|20262302|20262305|20262302|20262304,0.6575757575757576,0.02727272727272727,0.6066218612157375,-0.5386363636363637,0.22954545454545455,0.02727272727272727,0.2224523837019791,0.23181818181818184,-0.02727272727272727,0.02727272727272727,-0.023684489573170278,-0.6575757575757576,-0.28848484848484846,-0.25859719831102523
7734,20262303|20262308|20262303|20262305|20262307|20262308|20262302|20262305|20262303|20262304,20262303|20262308|20262303|20262305|20262307|20262308|20262302|20262305|20262303|20262304,20262303|20262308|20262303|20262305|20262307|20262308|20262302|20262305|20262303|20262304,20262303|20262308|20262303|20262305|20262307|20262308|20262302|20262305|20262303|20262304,20262303|20262308|20262303|20262305|20262307|20262308|20262302|20262305|20262303|20262304,20262303|20262308|20262303|20262305|20262307|20262308|20262302|20262305|20262303|20262304,20262303|20262308|20262303|20262305|20262307|20262308|20262302|20262305|20262303|20262304,20262303|20262308|20262303|20262305|20262307|20262308|20262302|20262305|20262303|20262304,20262303|20262308|20262303|20262305|20262307|20262308|20262302|20262305|20262303|20262304,20262303|20262308|20262303|20262305|20262307|20262308|20262302|20262305|20262303|20262304,20262303|20262308|20262303|20262305|20262307|20262308|20262302|20262305|20262303|20262304,20262303|20262308|20262303|20262305|20262307|20262308|20262302|20262305|20262303|20262304,20262303|20262302|20262305|20262302|20262305,20262303|20262302|20262305|20262302|20262305,0.6636363636363637,0.02727272727272727,0.6132250594552676,-0.5606060606060608,0.23181818181818184,0.02727272727272727,0.22497736282376377,0.21666666666666665,-0.02727272727272727,0.02727272727272727,-0.02368451576422757,-0.6636363636363637,-0.28242424242424236,-0.25843794595255243
7735,20262304|20262305|20262310|20262310|20262306|20262310|20262308|20262305|20262302|20262303,20262304|20262305|20262310|20262310|20262306|20262310|20262308|20262305|20262302|20262303,20262304|20262305|20262310|20262310|20262306|20262310|20262308|20262305|20262302|20262303,20262304|20262305|20262310|20262310|20262306|20262310|20262308|20262305|20262302|20262303,20262304|20262305|20262310|20262310|20262306|20262310|20262308|20262305|20262302|20262303,20262304|20262305|20262310|20262310|20262306|20262310|20262308|20262305|20262302|20262303,20262304|20262305|20262310|20262310|20262306|20262310|20262308|20262305|20262302|20262303,20262304|20262305|20262310|20262310|20262306|20262310|20262308|20262305|20262302|20262303,20262304|20262305|20262310|20262310|20262306|20262310|20262308|20262305|20262302|20262303,20262304|20262305|20262310|20262310|20262306|20262310|20262308|20262305|20262302|20262303,20262304|20262305|20262310|20262310|20262306|20262310|20262308|20262305|20262302|20262303,20262304|20262305|20262310|20262310|20262306|20262310|20262308|20262305|20262302|20262303,20262303|20262302|20262305|20262303|20262301,20262303|20262302|20262305|20262303|20262301,0.6696969696969698,0.00909090909090909,0.619261653768491,-0.5515151515151515,0.24545454545454543,0.00909090909090909,0.23700247802429084,0.2121212121212121,-0.00909090909090909,0.00909090909090909,-0.00789482136204434,-0.6696969696969698,-0.25575757575757574,-0.24036421258800011
7736,20262302|20262301|20262305|20262309|20262307|20262306|20262302|20262309|20262308|20262307,20262302|20262301|20262305|20262309|20262307|20262306|20262302|20262309|20262308|20262307,20262302|20262301|20262305|20262309|20262307|20262306|20262302|20262309|20262308|20262307,20262302|20262301|20262305|20262309|20262307|20262306|20262302|20262309|20262308|20262307,20262302|20262301|20262305|20262309|20262307|20262306|20262302|20262309|20262308|20262307,20262302|20262301|20262305|20262309|20262307|20262306|20262302|20262309|20262308|20262307,20262302|20262301|20262305|20262309|20262307|20262306|20262302|20262309|20262308|20262307,20262302|20262301|20262305|20262309|20262307|20262306|20262302|20262309|20262308|20262307,20262302|20262301|20262305|20262309|20262307|20262306|20262302|20262309|20262308|20262307,20262302|20262301|20262305|20262309|20262307|20262306|20262302|20262309|20262308|20262307,20262302|20262301|20262305|20262309|20262307|20262306|20262302|20262309|20262308|20262307,20262302|20262301|20262305|20262309|20262307|20262306|20262302|20262309|20262308|20262307,20262303|20262302|20262305|20262303|20262302,20262303|20262302|20262305|20262303|20262302,0.6787878787878789,0.0,0.6253205271318363,-0.5606060606060607,0.2545454545454545,0.0,0.24424870418761646,0.20303030303030303,0.0,0.0,6.935765759623221e-08,-0.6787878787878789,-0.25575757575757574,-0.2367932085247751
7737,20262303|20262302|20262305|20262305|20262304|20262301|20262303|20262305|20262306|20262309,20262303|20262302|20262305|20262305|20262304|20262301|20262303|20262305|20262306|20262309,20262303|20262302|20262305|20262305|20262304|20262301|20262303|20262305|20262306|20262309,20262303|20262302|20262305|20262305|20262304|20262301|20262303|20262305|20262306|20262309,20262303|20262302|20262305|20262305|20262304|20262301|20262303|20262305|20262306|20262309,20262303|20262302|20262305|20262305|20262304|20262301|20262303|20262305|20262306|20262309,20262303|20262302|20262305|20262305|20262304|20262301|20262303|20262305|20262306|20262309,20262303|20262302|20262305|20262305|20262304|20262301|20262303|20262305|20262306|20262309,20262303|20262302|20262305|20262305|20262304|20262301|20262303|20262305|20262306|20262309,20262303|20262302|20262305|20262305|20262304|20262301|20262303|20262305|20262306|20262309,20262303|20262302|20262305|20262305|20262304|20262301|20262303|20262305|20262306|20262309,20262303|20262302|20262305|20262305|20262304|20262301|20262303|20262305|20262306|20262309,20262303|20262302|20262305|20262303|20262303,20262303|20262302|20262305|20262303|20262303,0.6727272727272728,0.01818181818181818,0.6217361926352637,-0.578030303030303,0.2409090909090909,0.01818181818181818,0.2331595527516353,0.19924242424242425,-0.01818181818181818,0.01818181818181818,-0.015789681469795404,-0.6727272727272728,-0.2412121212121212,-0.22646789747407858
